OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
8,1935,1950,1,2.0,608.0,983,1873,1,1.0,9,3.0,2.0,786.0,193782.5557
7,1950,2000,1,2.0,832.0,1218,2161,2,2.0,8,3.0,2.0,506.0,183653.8909
5,1956,1956,1,2.0,1898.0,1898,1898,2,1.0,7,1.0,2.0,484.0,210578.6235
6,1980,1980,1,3.0,516.0,516,1032,1,1.0,5,1.0,2.0,462.0,158527.1641
6,1926,1998,1,2.0,894.0,919,919,1,1.0,5,1.0,1.0,195.0,163081.0257
6,1940,2006,1,1.0,720.0,760,1090,1,1.0,5,1.0,1.0,240.0,174388.8674
5,1930,1950,1,3.0,780.0,780,1200,1,1.0,7,,0.0,0.0,191905.8701
5,1967,1967,0,3.0,624.0,1092,1656,1,1.0,7,1.0,1.0,288.0,174388.8674
5,1930,1995,1,2.0,520.0,912,912,1,1.0,5,2.0,1.0,360.0,161642.7116
5,1958,1958,1,2.0,1151.0,1151,1955,2,1.0,7,3.0,1.0,356.0,186939.5072
1,1952,1952,0,,0.0,733,733,1,0.0,4,1.0,2.0,487.0,172482.1658
4,1895,1950,1,,173.0,825,1361,1,1.0,6,1.0,1.0,185.0,159695.9998
4,1910,2000,1,,356.0,671,1049,1,1.0,5,1.0,1.0,195.0,157230.3697
4,1920,1950,1,1.0,592.0,432,864,1,0.0,5,1.0,1.0,216.0,179188.0899
8,2007,2008,2,4.0,1596.0,1648,1648,2,3.0,5,3.0,2.0,525.0,157972.8212
7,2004,2005,3,4.0,1594.0,1646,1646,2,3.0,5,3.0,2.0,482.0,156804.9514
7,1996,1997,3,4.0,1840.0,2032,2032,3,2.0,7,3.0,3.0,786.0,211491.9725
7,1996,1997,1,3.0,910.0,910,1820,2,2.0,8,1.0,3.0,816.0,186537.2462
5,1976,1976,1,,0.0,936,1872,2,1.0,8,1.0,2.0,484.0,200468.1611
4,1991,1991,1,3.0,1680.0,1689,1689,2,1.0,6,1.0,2.0,432.0,182241.3404
7,1986,1986,3,3.0,1277.0,1501,1501,2,2.0,6,3.0,2.0,512.0,157342.2259
8,2006,2007,3,4.0,1518.0,1537,1537,2,2.0,8,3.0,3.0,788.0,182022.3871
8,2007,2007,3,3.0,920.0,920,1780,2,2.0,6,3.0,2.0,612.0,181244.5109
5,2006,2007,1,3.0,352.0,712,1442,2,1.0,6,3.0,2.0,400.0,178556.6716
7,2008,2008,3,3.0,796.0,796,1612,2,2.0,6,3.0,3.0,666.0,189547.1999
6,1989,1989,1,3.0,1495.0,1495,1495,2,1.0,8,1.0,2.0,438.0,187948.6517
6,1986,1986,3,3.0,1256.0,1256,1256,2,2.0,6,1.0,2.0,578.0,194107.2876
8,2003,2003,3,4.0,1432.0,1440,1440,2,2.0,7,3.0,2.0,467.0,183521.7104
6,1999,2000,3,4.0,1666.0,1675,1675,2,2.0,6,2.0,2.0,435.0,183682.1236
8,2007,2007,3,3.0,1884.0,1728,1728,2,2.0,7,3.0,2.0,520.0,178483.3531
8,2005,2006,3,4.0,1964.0,1964,1964,2,2.0,7,3.0,3.0,892.0,184003.8798
7,1997,1998,1,3.0,1344.0,1344,1344,2,1.0,8,3.0,4.0,784.0,171318.5903
5,2007,2008,1,3.0,1092.0,1092,1092,1,1.0,5,,0.0,0.0,162039.7543
6,1997,1997,1,4.0,1189.0,1189,1189,2,1.0,4,2.0,2.0,392.0,154846.2522
4,1964,1964,1,3.0,1200.0,1200,1200,1,1.0,6,3.0,3.0,850.0,194822.3657
5,1975,1975,1,3.0,1040.0,1040,1040,1,1.0,6,1.0,2.0,499.0,169788.7388
5,1976,1976,1,3.0,550.0,925,1475,2,1.0,6,1.0,1.0,336.0,178891.5545
4,1973,2006,1,3.0,526.0,526,988,1,1.0,5,2.0,1.0,297.0,152084.7724
4,1973,1973,1,3.0,462.0,526,988,1,1.0,4,2.0,1.0,297.0,139169.8664
5,1968,1968,1,2.0,1113.0,1160,1160,1,2.0,6,1.0,1.0,257.0,192439.536
6,1970,2007,1,2.0,546.0,546,1092,2,1.0,6,,0.0,0.0,161067.8598
5,1983,1983,1,2.0,816.0,816,816,1,1.0,4,1.0,1.0,264.0,158762.6485
5,1982,2005,1,2.0,845.0,845,845,1,2.0,6,1.0,1.0,264.0,175569.6904
5,1984,1984,1,2.0,864.0,889,889,1,1.0,6,1.0,2.0,484.0,183659.795
5,1900,1950,1,2.0,686.0,1150,1836,2,1.0,7,1.0,1.0,288.0,280618.1326
6,1971,1971,1,2.0,1587.0,1587,1587,2,1.0,7,1.0,2.0,525.0,180051.8092
6,1997,1997,1,3.0,384.0,754,1384,2,1.0,7,3.0,2.0,390.0,176519.1803
6,1994,1994,1,3.0,392.0,924,1694,2,1.0,7,3.0,2.0,398.0,179028.4292
6,1999,2000,1,3.0,923.0,947,1714,2,1.0,7,3.0,2.0,451.0,177161.5839
7,1996,1996,3,3.0,691.0,691,1553,2,2.0,6,3.0,2.0,420.0,180081.5088
6,1999,2003,1,3.0,938.0,957,2299,3,1.0,7,3.0,2.0,482.0,205895.2546
7,1992,1993,1,3.0,1168.0,1187,1187,2,2.0,6,2.0,2.0,420.0,183389.7813
6,1993,1994,1,3.0,903.0,910,1642,2,1.0,7,2.0,2.0,392.0,178543.6479
6,1964,1964,1,2.0,1302.0,1128,1128,1,1.0,6,1.0,2.0,480.0,194798.3205
8,1988,1988,3,3.0,1166.0,1179,1179,2,1.0,5,2.0,2.0,480.0,162845.6137
8,1990,1990,3,3.0,1312.0,1321,1321,1,2.0,4,2.0,2.0,484.0,148103.867
8,2005,2005,3,4.0,1149.0,1164,2541,3,3.0,10,3.0,3.0,729.0,201016.1711
9,2006,2007,2,4.0,2660.0,2338,2338,2,2.0,8,3.0,3.0,1110.0,277936.1269
5,1969,1990,1,3.0,1100.0,1424,1424,1,1.0,7,1.0,3.0,828.0,249768.2798
9,2006,2006,3,4.0,1612.0,1612,1612,2,3.0,6,3.0,2.0,556.0,161596.0522
8,2006,2006,3,4.0,2220.0,2234,2234,1,2.0,7,2.0,2.0,724.0,158011.1149
10,2006,2007,2,4.0,1742.0,2042,2042,2,3.0,8,3.0,3.0,724.0,194089.6839
6,1984,1984,1,3.0,1284.0,1284,1284,2,1.0,5,1.0,2.0,480.0,181733.3369
7,1981,2003,3,3.0,725.0,725,1479,2,2.0,6,2.0,2.0,484.0,182852.3277
7,1978,1985,1,3.0,1529.0,1664,1664,2,2.0,7,3.0,2.0,663.0,189893.0031
7,1979,1979,1,3.0,780.0,1085,1930,2,2.0,9,3.0,2.0,481.0,194650.211
6,1984,1984,1,3.0,1153.0,1177,1177,2,2.0,6,3.0,2.0,495.0,187904.4613
6,1979,1999,1,3.0,1259.0,1353,1353,2,1.0,5,2.0,2.0,478.0,171774.9256
6,1971,1971,1,2.0,1625.0,1220,1220,2,1.0,6,1.0,2.0,944.0,177998.6859
7,1976,1976,1,3.0,1228.0,1324,1324,2,2.0,5,3.0,2.0,585.0,175648.4843
6,1974,1974,1,2.0,1084.0,1084,1877,2,1.0,8,1.0,2.0,488.0,196918.0714
5,1970,1990,1,2.0,925.0,1422,1422,1,1.0,7,1.0,2.0,576.0,184299.8381
5,1970,2002,1,2.0,914.0,914,914,1,3.0,5,2.0,1.0,368.0,182379.8557
4,1961,1961,1,2.0,914.0,914,914,1,1.0,4,1.0,1.0,270.0,184050.7258
6,2001,2001,3,3.0,1337.0,1337,1337,2,2.0,5,3.0,2.0,511.0,158296.976
6,1997,1998,3,3.0,1405.0,1337,1337,2,2.0,5,3.0,2.0,522.0,175053.3556
6,1973,1973,1,2.0,525.0,525,1092,1,1.0,6,1.0,1.0,264.0,162293.3761
6,1973,1973,1,2.0,672.0,672,1218,1,3.0,7,1.0,1.0,264.0,186328.88
7,1978,1978,1,3.0,1061.0,1055,1055,2,1.0,4,1.0,1.0,319.0,151422.1169
5,1966,1966,1,2.0,988.0,988,988,1,1.0,5,1.0,1.0,360.0,181969.3587
9,2006,2007,2,4.0,1790.0,1816,1816,2,3.0,7,3.0,3.0,730.0,189122.677
8,2006,2007,3,4.0,1694.0,1694,1694,2,2.0,7,2.0,3.0,856.0,185645.4752
8,2007,2007,3,3.0,2108.0,2122,2122,2,2.0,7,3.0,3.0,938.0,182829.8981
9,2007,2007,2,4.0,1934.0,1943,2656,2,3.0,8,2.0,3.0,1040.0,195848.7882
8,2006,2007,3,4.0,1108.0,1148,2550,2,3.0,11,3.0,3.0,670.0,198785.0596
10,2005,2006,2,4.0,1994.0,2046,2046,2,3.0,7,3.0,3.0,878.0,181676.1266
9,2007,2007,2,4.0,2552.0,2552,2552,2,3.0,8,3.0,3.0,932.0,194131.0127
9,2005,2006,3,4.0,1704.0,1722,2758,2,3.0,9,3.0,3.0,814.0,201416.0049
10,2007,2007,2,4.0,2320.0,2290,2290,2,3.0,7,3.0,3.0,1174.0,185096.5772
8,2007,2008,3,3.0,1582.0,1582,2152,2,2.0,7,1.0,2.0,728.0,195158.9726
8,2007,2007,2,4.0,918.0,958,2100,2,3.0,8,3.0,3.0,786.0,184795.7837
9,2006,2006,2,4.0,1802.0,1802,1802,2,3.0,7,3.0,3.0,843.0,189168.2639
8,2004,2004,3,3.0,1706.0,1718,2956,2,3.0,11,2.0,3.0,916.0,216855.2601
8,2003,2003,3,4.0,1317.0,1217,2385,2,2.0,7,3.0,3.0,818.0,184946.6425
8,2007,2007,3,4.0,895.0,895,1818,2,3.0,8,3.0,3.0,774.0,189317.5128
7,2005,2006,3,3.0,1614.0,1614,1614,2,2.0,7,2.0,3.0,878.0,180803.2778
8,2005,2005,3,3.0,1721.0,1721,1721,2,2.0,7,2.0,2.0,554.0,175061.1859
8,2006,2007,3,3.0,1298.0,1298,1828,2,2.0,7,2.0,3.0,876.0,179074.8391
6,2005,2006,3,3.0,1302.0,1302,1302,1,2.0,5,2.0,2.0,631.0,145708.7643
6,2005,2006,3,3.0,1302.0,1302,1302,1,2.0,5,2.0,2.0,631.0,142398.0228
6,2005,2006,3,3.0,1362.0,1362,1362,2,2.0,6,2.0,2.0,460.0,161474.5349
8,2006,2006,3,3.0,1554.0,1554,1554,2,2.0,6,2.0,2.0,627.0,157025.9452
9,2005,2005,2,4.0,1577.0,1577,1577,2,3.0,6,2.0,2.0,564.0,163424.0378
8,2006,2006,3,3.0,1324.0,1324,1324,2,2.0,6,3.0,2.0,550.0,164692.7786
7,2003,2003,3,3.0,1405.0,1405,1405,2,2.0,6,2.0,2.0,478.0,152163.2444
6,2007,2007,3,3.0,768.0,768,1496,3,2.0,7,1.0,2.0,572.0,192383.2155
6,2005,2006,3,3.0,768.0,768,1536,2,2.0,6,3.0,2.0,400.0,182520.2303
7,2006,2007,1,3.0,608.0,608,1458,2,2.0,6,3.0,2.0,454.0,187254.5075
6,2006,2006,3,3.0,738.0,738,1495,2,2.0,7,2.0,2.0,440.0,176489.6597
6,2006,2007,3,3.0,698.0,698,1746,2,2.0,6,1.0,3.0,350.0,181520.4668
6,2005,2005,1,3.0,1326.0,1326,1326,2,2.0,6,3.0,2.0,388.0,186414.9782
6,2007,2007,3,3.0,752.0,752,1504,2,2.0,6,3.0,2.0,440.0,185197.7646
7,2007,2007,3,3.0,728.0,728,1456,2,2.0,7,3.0,2.0,400.0,178657.7941
7,2007,2007,3,3.0,1246.0,1258,1258,2,2.0,6,2.0,2.0,462.0,179731.198
8,2003,2003,3,3.0,1406.0,1589,1589,2,2.0,7,3.0,3.0,630.0,161748.2713
7,2007,2007,3,3.0,1266.0,1266,1266,2,2.0,6,3.0,2.0,388.0,158608.7491
7,2004,2005,3,3.0,835.0,1119,1119,2,2.0,5,3.0,2.0,437.0,178807.3706
7,2004,2004,3,3.0,384.0,744,1374,2,2.0,8,3.0,2.0,400.0,184187.1588
7,2006,2006,3,3.0,1510.0,1525,1525,2,2.0,6,2.0,2.0,534.0,181686.104
7,2003,2003,3,3.0,384.0,754,1394,2,2.0,7,3.0,2.0,400.0,190311.0502
7,2003,2003,3,3.0,847.0,847,1948,2,2.0,8,3.0,2.0,434.0,192252.4964
7,2002,2002,3,3.0,854.0,864,1995,2,2.0,8,3.0,2.0,435.0,193954.8495
6,2000,2000,1,3.0,915.0,940,1690,2,1.0,7,2.0,2.0,442.0,181044.2016
6,1999,2000,1,3.0,941.0,961,1644,2,1.0,7,2.0,2.0,460.0,180258.1312
8,1997,1998,3,3.0,1779.0,1779,2551,2,2.0,8,3.0,3.0,925.0,199641.6573
9,1998,1998,3,4.0,1408.0,1671,3078,2,2.0,9,3.0,3.0,806.0,197530.7752
8,1998,1999,3,3.0,1389.0,1411,2582,2,2.0,9,3.0,3.0,758.0,191777.1969
7,1998,1998,3,3.0,1066.0,1108,2385,2,2.0,8,3.0,3.0,600.0,195779.543
8,1992,1993,3,4.0,1105.0,1105,2202,2,2.0,9,2.0,2.0,517.0,202112.0465
8,1996,1997,3,3.0,1325.0,1335,2538,2,2.0,8,2.0,3.0,933.0,192343.3481
7,2007,2007,3,3.0,1369.0,1369,1369,2,2.0,5,1.0,2.0,605.0,185191.3594
8,2007,2007,3,3.0,1542.0,1542,1542,2,2.0,6,1.0,3.0,852.0,186760.208
8,2006,2006,3,3.0,1524.0,1534,1534,2,2.0,7,3.0,2.0,484.0,177733.7819
10,2007,2007,2,4.0,1966.0,1966,1966,2,3.0,6,3.0,3.0,1092.0,164430.3912
7,2007,2007,3,3.0,1528.0,1528,1528,3,2.0,6,1.0,2.0,480.0,185299.6016
8,2005,2005,3,3.0,1538.0,1538,1538,2,2.0,7,2.0,2.0,484.0,186414.0123
7,2005,2006,3,3.0,1494.0,1506,1506,2,2.0,7,2.0,2.0,672.0,176401.9211
7,2006,2006,3,3.0,982.0,982,1977,2,2.0,7,2.0,3.0,574.0,182381.3226
8,2006,2006,3,3.0,1302.0,1302,1830,2,2.0,7,2.0,3.0,859.0,176334.1847
8,2007,2007,3,3.0,1338.0,1338,1338,2,2.0,6,2.0,2.0,598.0,184901.7358
7,2006,2007,3,3.0,1335.0,1335,1335,2,2.0,6,2.0,2.0,575.0,180085.7669
8,2007,2007,3,3.0,896.0,896,1792,2,2.0,8,3.0,2.0,590.0,184901.7358
5,2007,2007,3,3.0,725.0,725,1588,3,2.0,8,1.0,2.0,561.0,183967.5615
8,2007,2007,3,4.0,955.0,955,1880,2,3.0,8,3.0,3.0,880.0,193046.3016
8,2007,2007,2,3.0,1574.0,1584,1584,2,3.0,6,3.0,2.0,594.0,168538.9695
8,2006,2006,3,3.0,1685.0,1685,1685,2,2.0,5,3.0,3.0,658.0,170157.842
6,2004,2004,3,3.0,1158.0,1158,2443,2,2.0,9,2.0,3.0,744.0,196559.7093
6,2006,2007,1,3.0,1100.0,1100,1100,1,1.0,6,,0.0,0.0,177133.7094
7,2006,2006,3,3.0,1143.0,1143,1143,1,2.0,5,,0.0,0.0,181553.2796
5,2003,2004,3,3.0,1094.0,1094,1094,1,2.0,6,1.0,2.0,576.0,185770.6066
7,2006,2006,3,3.0,1461.0,1486,1486,2,2.0,7,2.0,2.0,566.0,177017.5951
6,1993,1997,3,3.0,864.0,920,1820,2,2.0,7,2.0,2.0,492.0,184123.3585
6,1980,1980,1,2.0,630.0,630,1266,1,1.0,5,2.0,1.0,283.0,165970.3575
5,1977,1977,1,3.0,894.0,894,894,1,1.0,5,1.0,1.0,308.0,158151.985
5,1968,1968,1,2.0,1040.0,1040,1040,1,1.0,5,3.0,2.0,686.0,177086.4764
7,1990,1990,3,3.0,1223.0,1271,2503,2,2.0,7,2.0,2.0,564.0,196373.8962
5,1974,1974,1,1.0,1037.0,1037,1037,1,1.0,5,2.0,2.0,431.0,172465.7071
6,1973,2006,1,3.0,1044.0,1055,1055,1,2.0,5,2.0,2.0,542.0,168590.7824
8,2004,2004,3,3.0,1378.0,1378,1378,2,2.0,6,3.0,2.0,540.0,158820.4742
8,2006,2007,3,3.0,1141.0,1151,1151,2,2.0,5,3.0,2.0,484.0,151611.3706
8,2006,2007,3,3.0,1511.0,1565,1565,2,2.0,5,3.0,2.0,476.0,152125.0286
7,2006,2007,3,4.0,1352.0,1352,1352,2,2.0,5,2.0,2.0,466.0,158404.0731
8,2006,2007,3,3.0,1550.0,1550,1550,2,2.0,5,3.0,2.0,528.0,160692.0786
6,1999,1999,1,3.0,744.0,757,1501,2,1.0,6,1.0,2.0,440.0,170175.2268
6,2000,2000,3,3.0,756.0,769,1573,2,2.0,4,1.0,2.0,440.0,169854.4366
7,1999,2000,3,3.0,1339.0,1358,1358,2,2.0,5,1.0,2.0,625.0,183410.7858
8,2003,2004,3,4.0,1054.0,1072,2048,2,2.0,8,1.0,2.0,552.0,180347.194
8,1998,1998,3,4.0,1220.0,1220,2362,2,2.0,8,2.0,2.0,1105.0,178930.5284
8,1994,1995,3,3.0,1494.0,1494,1494,1,2.0,5,3.0,2.0,478.0,153346.2201
7,1980,1980,3,3.0,2002.0,2362,2362,2,2.0,8,2.0,2.0,546.0,182675.2043
8,1981,1981,3,3.0,2461.0,2497,2497,2,2.0,7,2.0,2.0,676.0,180770.6498
6,1968,1968,1,2.0,912.0,1152,1152,1,1.0,7,2.0,2.0,412.0,188714.1481
6,1970,1970,1,2.0,1008.0,1403,2411,2,1.0,8,2.0,2.0,570.0,191393.6086
6,1969,1969,1,3.0,973.0,1082,1082,1,1.0,6,1.0,2.0,480.0,174016.1575
6,1968,1968,1,3.0,1295.0,1295,1295,1,1.0,6,3.0,2.0,528.0,183189.6853
7,1972,1987,1,2.0,1124.0,1610,1610,2,2.0,8,2.0,2.0,515.0,183621.5088
7,1993,1993,1,3.0,1594.0,1594,1594,2,2.0,6,2.0,2.0,472.0,168991.2964
7,1993,1993,3,3.0,1148.0,1091,2075,2,2.0,8,1.0,2.0,473.0,185306.6507
6,1966,1966,1,2.0,1093.0,1093,1093,2,1.0,6,2.0,2.0,484.0,189030.6803
6,1963,1963,1,2.0,1052.0,1052,1052,1,1.0,6,3.0,1.0,311.0,179208.6657
5,1967,1993,1,2.0,949.0,1107,1107,1,2.0,5,2.0,1.0,308.0,174901.4528
4,1964,1964,1,,0.0,1224,1224,2,1.0,8,1.0,3.0,530.0,168337.4065
5,1956,1956,1,2.0,894.0,1074,1074,1,2.0,6,1.0,2.0,396.0,158234.9646
5,1961,1961,1,2.0,864.0,1187,1187,1,1.0,6,2.0,2.0,440.0,179562.4534
5,1961,1961,1,2.0,964.0,964,964,1,1.0,5,3.0,2.0,784.0,174176.3916
5,1960,1960,1,2.0,894.0,894,894,1,1.0,5,1.0,1.0,312.0,173931.5318
7,1966,1966,1,2.0,1174.0,1200,1200,2,1.0,6,2.0,2.0,440.0,184111.7294
6,1965,1965,1,2.0,1042.0,1042,1042,2,1.0,5,2.0,2.0,440.0,179374.482
6,1964,1997,1,2.0,845.0,845,2154,2,1.0,8,2.0,2.0,539.0,207348.8119
6,1964,1964,1,2.0,1130.0,1374,1374,1,1.0,7,2.0,1.0,286.0,186983.4193
6,1959,1991,1,2.0,1592.0,1652,1652,1,2.0,6,2.0,2.0,510.0,206779.094
5,1940,1996,1,2.0,822.0,908,908,1,1.0,4,1.0,2.0,512.0,177472.0747
3,1946,1950,0,1.0,666.0,666,666,1,2.0,4,,0.0,0.0,156727.9483
3,1945,1950,1,2.0,370.0,442,670,1,0.0,4,,0.0,0.0,157090.5685
5,1958,2000,1,2.0,808.0,808,808,1,1.0,5,1.0,1.0,308.0,160387.0327
5,1955,1955,1,2.0,1078.0,1150,1150,1,1.0,6,3.0,1.0,288.0,172410.2801
5,1968,1968,1,2.0,1560.0,1560,1560,2,1.0,8,1.0,3.0,792.0,191603.3657
5,1966,1966,1,2.0,793.0,1280,1280,2,1.0,6,3.0,2.0,432.0,182152.2072
6,1961,1961,1,2.0,1218.0,1254,1254,1,1.0,6,2.0,2.0,525.0,180161.6973
6,1957,1999,1,2.0,936.0,936,936,1,2.0,4,2.0,1.0,315.0,169652.2353
5,1956,1956,1,2.0,1008.0,1008,1008,1,0.0,6,1.0,1.0,308.0,182503.5201
5,1963,1963,1,2.0,1053.0,1053,1053,1,2.0,6,2.0,2.0,692.0,179714.6307
5,1960,1960,1,2.0,1144.0,1144,1144,1,1.0,6,2.0,1.0,336.0,180282.5707
6,1957,1969,1,2.0,1331.0,1721,1721,1,1.0,8,1.0,2.0,464.0,192600.3381
5,1957,1957,1,2.0,922.0,922,922,1,1.0,5,1.0,1.0,308.0,166115.4912
5,1955,1975,1,2.0,1204.0,1411,1411,1,1.0,7,2.0,1.0,310.0,186379.5535
5,1955,1955,1,2.0,1216.0,1216,1216,1,1.0,5,2.0,1.0,336.0,184361.9923
5,1953,2006,1,2.0,864.0,1154,1154,1,3.0,6,1.0,1.0,336.0,186220.9655
5,1958,1958,1,2.0,1560.0,1560,1560,2,1.0,8,1.0,2.0,484.0,198176.4709
6,1952,1952,1,2.0,948.0,948,948,1,1.0,5,1.0,2.0,410.0,168437.7765
6,1953,1953,1,2.0,1040.0,1040,1040,1,1.0,6,3.0,1.0,293.0,178003.5823
5,1956,2003,1,2.0,925.0,925,925,1,2.0,5,1.0,1.0,252.0,179180.4692
4,1955,1955,1,2.0,1190.0,1040,1540,1,0.0,7,1.0,1.0,352.0,191930.5611
5,1955,1955,1,2.0,923.0,925,925,1,1.0,5,1.0,1.0,390.0,175590.2662
4,1953,1953,1,2.0,1105.0,1647,1647,1,1.0,6,3.0,1.0,280.0,176713.1931
5,1952,1952,1,2.0,924.0,924,924,1,1.0,6,1.0,1.0,420.0,180159.0909
4,1890,2006,3,1.0,925.0,1000,1544,2,1.0,7,,0.0,0.0,188090.1008
5,1953,2004,1,2.0,1216.0,1216,1728,1,1.0,7,1.0,1.0,371.0,186184.7177
5,1935,2007,1,2.0,666.0,1308,3086,3,2.0,9,1.0,3.0,1200.0,223055.5887
4,1925,1993,1,2.0,1151.0,845,1281,2,1.0,6,1.0,2.0,580.0,158270.7531
5,1895,1999,1,3.0,736.0,751,1534,1,2.0,6,,0.0,0.0,184733.1285
7,1963,1999,1,2.0,725.0,1035,1651,2,1.0,6,1.0,1.0,276.0,199926.379
5,1961,1961,1,2.0,920.0,888,888,1,1.0,5,1.0,1.0,240.0,175075.7852
6,1968,1968,1,2.0,952.0,952,952,1,1.0,5,1.0,1.0,288.0,180917.9251
5,1950,1950,1,2.0,864.0,1238,1238,1,1.0,6,1.0,1.0,357.0,182067.7606
5,1959,2003,1,2.0,1040.0,1040,1040,1,2.0,6,2.0,1.0,286.0,178238.6019
5,1958,1958,1,2.0,1170.0,1170,1170,1,1.0,6,2.0,1.0,338.0,173454.9446
5,1960,1960,1,2.0,1242.0,1242,1242,1,1.0,6,2.0,1.0,324.0,176821.9363
5,1960,1960,1,2.0,1377.0,1377,1377,1,1.0,6,1.0,1.0,351.0,183642.1913
5,1961,1961,1,,0.0,925,925,1,1.0,7,3.0,1.0,300.0,177254.5827
5,1962,1962,1,2.0,864.0,864,864,1,1.0,5,1.0,1.0,294.0,168715.9501
5,1962,1962,1,2.0,896.0,936,936,1,1.0,6,2.0,1.0,288.0,180096.9312
5,1926,1980,3,2.0,850.0,960,960,1,1.0,5,2.0,2.0,576.0,160620.7282
6,1927,1950,1,2.0,845.0,866,1296,1,1.0,6,1.0,2.0,576.0,175286.5444
5,1922,1950,1,1.0,1022.0,1022,1022,1,0.0,4,1.0,1.0,184.0,153494.7833
5,1920,1990,1,2.0,967.0,967,967,1,1.0,5,1.0,1.0,180.0,156407.6592
5,1940,1950,1,2.0,808.0,1072,1072,1,1.0,5,1.0,2.0,379.0,162162.5252
5,1900,2006,1,2.0,680.0,680,1174,1,2.0,6,1.0,2.0,576.0,166809.8868
4,1900,1950,1,1.0,570.0,761,1141,1,1.0,6,1.0,1.0,252.0,172929.1564
4,1900,1950,1,2.0,1075.0,1156,1798,2,1.0,7,1.0,2.0,342.0,193514.3309
8,1910,1999,3,2.0,725.0,909,1772,2,2.0,7,1.0,2.0,816.0,181612.1416
6,1927,1950,1,2.0,728.0,914,1642,1,1.0,9,1.0,1.0,374.0,191745.3864
5,1910,1950,1,2.0,616.0,616,1232,1,1.0,6,1.0,2.0,480.0,171369.325
6,1910,1990,1,3.0,926.0,991,1650,2,1.0,6,1.0,2.0,468.0,184425.4706
5,1930,2005,1,2.0,687.0,687,1358,1,2.0,6,1.0,1.0,336.0,170563.2524
7,1879,1987,1,2.0,819.0,1312,2454,2,1.0,8,1.0,2.0,576.0,184522.3692
4,1956,1956,1,,0.0,968,968,1,1.0,5,1.0,1.0,331.0,164968.9479
4,1949,2002,1,,0.0,1382,1382,2,1.0,6,2.0,1.0,384.0,157939.6216
5,1925,1994,1,2.0,756.0,916,1060,1,1.0,6,1.0,1.0,308.0,151520.3816
5,1950,1950,1,1.0,910.0,910,1435,1,1.0,6,1.0,1.0,308.0,176129.5087
5,1939,1998,1,2.0,728.0,728,1274,2,1.0,6,1.0,1.0,224.0,171112.979
6,1939,1950,1,2.0,600.0,608,1232,1,1.0,6,1.0,1.0,217.0,169762.0816
5,1939,1950,3,2.0,884.0,884,884,1,1.0,5,1.0,1.0,240.0,162246.8289
6,1938,1950,1,2.0,861.0,861,1409,1,1.0,6,1.0,2.0,528.0,171339.3034
5,1939,1952,1,2.0,672.0,899,1322,1,1.0,7,1.0,1.0,280.0,189034.7537
5,1930,1992,1,2.0,966.0,1014,1426,1,1.0,6,1.0,1.0,230.0,175758.8736
5,1926,1950,1,2.0,756.0,903,1281,1,2.0,6,1.0,2.0,379.0,163351.7215
6,1918,1995,1,2.0,1100.0,1100,2264,2,1.0,8,1.0,1.0,408.0,189806.5466
6,1920,1950,1,2.0,768.0,752,1376,1,2.0,7,1.0,2.0,576.0,175370.9909
5,1926,1950,1,1.0,750.0,960,1316,1,1.0,7,1.0,2.0,576.0,196895.5999
7,1929,1990,1,2.0,672.0,672,1344,1,2.0,6,1.0,2.0,456.0,176905.918
5,1901,1950,1,2.0,592.0,933,1173,2,1.0,7,1.0,1.0,240.0,176866.5572
5,1901,1950,1,2.0,969.0,969,1214,1,1.0,6,1.0,1.0,216.0,163590.6772
6,1963,1963,1,2.0,741.0,1497,2294,3,1.0,9,1.0,2.0,658.0,212693.503
7,1950,2005,1,2.0,976.0,976,1952,1,2.0,8,3.0,1.0,299.0,192686.9317
6,1915,1950,1,2.0,1138.0,1138,2180,1,1.0,7,1.0,2.0,720.0,181578.685
4,1958,1958,1,1.0,808.0,838,1315,2,1.0,5,2.0,2.0,436.0,166475.4576
4,1910,1950,0,2.0,771.0,866,1484,2,1.0,6,1.0,1.0,264.0,185998.2552
7,1937,1980,1,2.0,1005.0,1262,2267,1,1.0,7,3.0,2.0,498.0,185527.7149
5,1942,1979,1,2.0,672.0,778,1282,1,1.0,4,1.0,1.0,240.0,159027.1182
5,1963,1963,1,3.0,925.0,999,999,1,1.0,6,1.0,1.0,308.0,181169.6549
5,1964,1980,1,3.0,1420.0,1452,1452,1,1.0,6,1.0,2.0,572.0,176732.9153
4,1964,1964,1,2.0,1005.0,1005,1005,1,1.0,5,1.0,2.0,440.0,191619.2946
5,1964,2001,3,2.0,980.0,1020,1020,2,1.0,5,1.0,2.0,528.0,189114.3038
5,1966,1966,1,2.0,1040.0,1040,1040,1,1.0,6,2.0,1.0,264.0,180934.6353
5,1971,1990,1,3.0,768.0,868,868,1,1.0,6,1.0,2.0,576.0,164573.3722
5,1968,1968,1,2.0,876.0,897,897,1,1.0,5,2.0,1.0,264.0,173902.0113
5,1967,1967,1,2.0,943.0,943,943,1,1.0,5,1.0,2.0,528.0,165625.1277
5,1966,1966,1,2.0,912.0,912,912,1,2.0,6,1.0,1.0,315.0,179555.2196
