GrLivArea,OverallQual,TotRmsAbvGrd,GarageCars,KitchenQual,GarageArea,1stFlrSF,TotalBsmtSF,BsmtQual,FullBath,SalePrice
1652,9,6,2,3,840,1652,1652,4.0,2,12.691583538230217
1368,7,6,2,2,474,1368,1368,3.0,2,12.218500103788143
990,5,5,2,1,480,990,990,3.0,1,11.835016210489899
1122,5,6,2,2,528,1122,924,2.0,1,11.898194668458823
1294,6,6,2,2,496,1294,1278,3.0,2,12.09626335986454
1902,7,7,2,3,567,1902,1902,3.0,2,12.721888795877375
1274,7,6,2,2,508,1274,1274,3.0,2,12.220966184120165
2810,8,9,2,2,750,1453,1453,4.0,2,12.618185607609803
2599,9,10,3,2,779,1422,1393,3.0,2,12.716405147731708
948,4,5,1,1,280,948,948,2.0,1,11.686887175419702
2112,6,9,2,1,576,1092,952,1.0,2,12.239995696974733
1630,8,8,3,3,860,1630,1622,4.0,2,12.596403811053621
1352,7,5,2,2,466,1352,1352,4.0,2,12.249615734512616
1787,8,7,3,2,748,1787,1753,3.0,2,12.524530013005734
948,4,5,1,1,248,948,864,2.0,1,11.6172944892629
1478,6,6,2,1,442,1478,1478,2.0,1,11.960817678718287
720,3,4,1,1,287,720,0,0,1,11.19135563385109
1923,7,8,2,2,564,1061,750,3.0,2,12.154784614286667
708,4,5,0,0,0,708,420,2.0,1,11.320565693461432
1795,8,7,3,2,895,1795,1795,4.0,2,11.898194668458823
796,4,5,0,1,0,796,796,2.0,1,10.915106645867503
774,3,6,0,2,0,774,544,2.0,1,11.277215789596893
816,5,5,1,2,264,816,816,2.0,1,11.779136168550774
2792,6,8,2,1,520,1584,1510,3.0,2,12.45293662970407
1632,7,8,2,1,462,955,935,3.0,2,12.081081821061819
1588,8,7,3,2,825,1588,1588,3.0,2,12.33270970174018
954,5,6,2,1,576,954,911,2.0,1,11.794345471549745
816,4,3,1,1,288,816,816,2.0,1,11.51293546492023
1360,5,6,1,2,297,803,803,2.0,1,11.74006900564972
1365,5,7,2,1,440,765,765,2.0,1,11.736077016252437
1334,6,6,2,1,630,1334,1350,3.0,2,12.031129798974042
1656,5,8,2,1,506,1656,1656,2.0,2,11.813037464800539
693,4,4,0,0,0,693,693,2.0,1,10.868587496017359
1861,7,8,2,2,492,920,916,3.0,2,12.206077645517674
864,5,5,1,1,288,864,864,2.0,1,11.763691965388299
872,4,5,4,1,480,872,858,2.0,1,11.719947764402807
1114,6,6,2,2,576,1114,1114,3.0,1,11.951186847493476
2169,8,7,2,2,647,1284,1284,3.0,2,12.339295865674435
1913,6,9,2,1,342,1172,896,2.0,1,12.083910661257521
1456,7,8,2,2,440,728,728,3.0,2,11.95655945119582
960,4,5,1,0,308,960,960,2.0,1,11.59451466851004
2156,7,9,2,1,508,2156,1568,2.0,2,12.47801017053037
1776,8,7,3,2,712,1776,1732,4.0,2,12.554840409959793
1494,7,5,2,2,514,1494,1482,3.0,2,12.278397958261774
2358,8,8,0,1,0,938,684,2.0,2,11.711784520403112
2634,5,12,4,1,968,1338,1248,2.0,2,12.206077645517674
1716,6,8,2,1,490,858,858,2.0,1,12.049424683420915
1176,6,4,2,1,624,786,698,2.0,1,11.812296455066814
3238,8,9,3,2,666,2053,2033,3.0,2,12.923914877701906
1865,7,7,3,2,839,992,992,3.0,2,12.367345048436391
1920,7,8,2,2,487,1222,570,2.0,3,12.04355959836804
892,5,5,1,1,264,892,864,2.0,1,11.608244735642321
1078,5,6,2,1,500,1078,1078,2.0,1,11.917730355182513
1573,6,5,2,2,440,769,756,3.0,2,12.086731521684555
1980,9,8,3,3,770,1980,1980,4.0,2,12.660331092405906
2601,5,8,2,1,621,990,612,2.0,3,12.149507585033072
1530,7,7,2,2,430,1530,1530,4.0,2,12.468440756144114
1738,4,7,1,1,368,1281,715,2.0,2,11.560772327227417
1412,6,6,2,2,432,616,616,3.0,2,11.963574241653713
1200,7,4,2,2,480,520,600,3.0,2,11.878630514504515
1674,7,7,2,2,663,814,814,3.0,2,12.283038316285214
1790,7,7,2,2,588,882,873,3.0,2,12.170450649220749
1475,5,6,1,1,336,925,757,2.0,2,11.751950239425476
848,6,4,2,2,420,848,848,3.0,1,11.87757552297847
1668,8,8,2,2,502,1668,1657,3.0,2,12.354496960983985
1374,4,6,1,1,338,840,840,2.0,1,11.561725152903833
1661,6,8,1,2,377,1661,992,2.0,1,12.016732516077072
2097,7,8,2,2,583,1108,1108,3.0,2,12.521981322562505
2633,10,8,3,3,804,2633,2633,4.0,2,13.05301544288996
1958,7,9,3,2,936,1026,1026,3.0,2,12.429220196836383
1571,8,7,3,2,722,1571,1571,3.0,2,12.384223015005313
790,6,4,1,1,160,790,768,3.0,1,11.418625774449598
1604,5,6,2,1,660,984,984,2.0,2,11.669937760751914
987,6,5,1,1,264,483,483,2.0,1,11.326607934898927
1394,5,7,2,2,400,754,384,3.0,2,12.02874460037869
864,3,5,1,1,200,864,864,2.0,1,10.97679912709094
2117,6,7,2,1,550,2117,1205,2.0,2,12.377927112974284
1762,7,8,2,2,576,998,596,1.0,1,11.964007453736912
1416,5,7,2,2,576,1416,816,2.0,2,11.626263078808801
1258,6,6,1,1,280,698,560,2.0,1,11.561725152903833
1154,4,7,1,2,240,796,796,2.0,1,11.74006900564972
2784,7,12,2,2,564,1392,1392,3.0,3,12.429220196836383
2526,6,10,1,2,216,1664,714,2.0,2,11.820417517632333
1746,9,7,3,3,758,1746,1746,4.0,2,12.84132849667433
1218,6,6,2,1,440,869,735,2.0,1,11.782960235741939
1525,7,6,2,2,541,1525,1525,3.0,2,12.367345048436391
1584,5,8,3,1,792,1584,1584,2.0,2,11.728044909070785
900,5,6,1,1,288,900,864,2.0,1,11.719947764402807
1912,6,7,2,1,672,1221,482,1.0,2,12.001511614739405
1500,7,6,3,2,648,1500,1356,3.0,2,12.415437707935368
2482,8,9,3,2,642,1133,1094,3.0,2,12.546871224308068
1687,5,7,2,1,572,1687,747,2.0,1,11.982935344196433
1513,5,8,1,1,180,939,939,2.0,1,11.83138646878959
1904,5,7,1,1,240,1136,1208,2.0,1,11.835016210489899
1608,6,7,1,2,216,1160,976,2.0,2,11.831022768939789
1158,6,5,1,1,208,950,862,2.0,1,11.695255355062795
1593,6,8,2,1,398,864,839,2.0,2,12.170450649220749
1294,7,6,2,2,662,1294,1286,3.0,2,12.174994689959313
1464,8,6,3,2,754,1464,1485,3.0,2,12.552930054797935
1214,3,6,3,1,936,694,672,2.0,1,11.561725152903833
1646,8,5,2,2,482,1646,1594,4.0,2,12.524530013005734
768,5,5,2,1,396,768,768,3.0,1,11.798111925972618
833,5,5,0,1,0,833,833,2.0,1,11.626263078808801
1363,4,6,2,1,528,741,622,1.0,1,11.74006900564972
2093,7,7,2,1,542,1236,791,3.0,2,12.278397958261774
1840,7,6,2,2,622,944,944,3.0,2,12.345838935721968
1668,6,6,1,1,271,1112,856,2.0,1,11.849404844423074
1040,4,6,2,1,420,1040,0,0,2,11.407576060361786
1844,8,7,2,2,620,1844,1844,3.0,2,12.456835254920371
1848,6,8,2,2,370,1053,833,2.0,1,12.240478903153711
1569,7,7,3,2,660,1569,1386,3.0,2,12.077676615757813
2290,4,11,2,1,560,1246,777,2.0,2,11.715874472198905
2450,8,7,3,2,1069,1310,1284,3.0,2,12.73670383776449
1144,5,6,1,1,336,1144,1144,2.0,1,11.728044909070785
1844,6,7,2,2,540,1844,1844,2.0,2,12.314931534737134
1416,6,7,2,1,776,708,708,2.0,2,12.100161978566867
1069,6,4,2,1,440,1069,1069,3.0,2,11.755879486687116
848,6,3,2,2,420,848,848,3.0,1,11.824087219587643
2201,6,8,2,2,432,1575,697,3.0,2,12.524420916542532
1344,5,6,1,1,484,1344,1024,2.0,1,11.87757552297847
1252,6,7,2,2,528,1252,1252,2.0,1,11.863589378812122
2127,7,5,2,2,525,1223,1223,3.0,2,12.509877789891931
1558,5,6,1,1,288,1048,913,2.0,1,11.849404844423074
804,5,4,1,2,240,804,788,2.0,1,11.686887175419702
1440,6,7,2,2,467,1440,1440,3.0,2,12.116700301832573
1838,5,7,2,1,372,734,732,3.0,2,12.165984756488543
958,6,5,2,1,440,958,958,3.0,2,11.87583791515714
968,4,5,1,1,216,968,656,2.0,2,11.07443600653965
1792,6,8,2,1,451,962,936,3.0,2,12.136191879981927
1126,5,5,2,1,484,1126,1126,2.0,2,11.982935344196433
1537,6,7,2,2,462,1537,1319,2.0,1,12.066816325306588
864,4,5,2,1,528,864,864,2.0,1,11.699413330633599
1932,8,7,3,3,774,1932,1932,4.0,2,12.885673487343764
1236,6,6,2,1,923,1236,912,2.0,1,11.916395250412128
1725,7,6,2,1,550,1040,539,2.0,2,12.190964083849375
2555,6,11,2,1,672,1423,588,4.0,2,12.160033942617156
848,6,3,2,2,420,848,848,3.0,1,11.913719681428494
2007,10,10,3,3,812,1026,1017,4.0,2,12.644330802262578
952,6,4,1,0,192,952,952,2.0,1,11.703554089007538
1422,7,7,2,2,626,1422,1422,3.0,2,12.098493002763465
913,6,6,1,1,240,913,814,2.0,1,11.767575435251748
1188,5,6,1,1,312,1188,1188,2.0,1,11.969723533345908
2090,8,8,2,2,556,1220,1220,3.0,2,12.388398368982115
1346,4,6,1,1,384,796,560,1.0,1,11.626263078808801
630,5,3,0,3,0,630,630,3.0,1,11.429554725537322
1792,5,8,0,1,0,896,896,3.0,2,11.820417517632333
1578,8,7,3,3,840,1578,1573,3.0,2,12.567554517655415
1072,5,5,2,1,525,1072,547,3.0,1,11.884495917930655
1140,5,6,0,1,0,1140,1140,3.0,1,11.344518647594766
1221,7,6,2,2,400,1221,1221,3.0,2,12.128116509451258
1647,6,7,2,1,460,953,953,3.0,2,12.07254696717504
2073,6,7,2,1,500,2073,1542,3.0,2,12.25486757159303
2340,7,9,1,2,252,1188,1152,2.0,2,12.493133274926212
1078,5,5,1,2,240,1078,1078,2.0,1,11.864469267087891
